alpha,phi,h
0.000510,899.827240,90.231610
0.000600,899.833890,90.223370
0.000610,899.760850,90.226450
0.000600,899.851910,90.193410
0.000550,899.801720,90.183250
0.000720,899.843560,90.234590
0.000740,899.746610,90.233950
0.000440,899.805300,90.190520
0.000830,899.780630,90.229110
0.000300,899.769340,90.212810
0.000710,899.820780,90.234570
0.000990,899.899370,90.239880
0.000330,899.746800,90.215690
0.000860,899.768850,90.234410
0.000980,899.883600,90.184970
0.000660,899.858750,90.203240
0.000850,899.891700,90.201660
0.000720,899.873030,90.173160
0.000420,899.777890,90.181840
0.000790,899.866890,90.185800
0.000560,899.741070,90.181660
0.000740,899.883540,90.154240
0.000590,899.773070,90.150290
0.000790,899.738080,90.169200
0.000490,899.746020,90.178740
0.000860,899.846480,90.224740
0.000690,899.887390,90.171960
0.000970,899.875840,90.211870
0.000810,899.861450,90.197760
0.000900,899.779500,90.222080
0.000910,899.856800,90.186710
0.000860,899.824950,90.164390
0.000490,899.889750,90.156060
0.000960,899.724650,90.209610
0.000830,899.848430,90.189960
0.000610,899.873510,90.155230
0.000510,899.784320,90.159720
0.000410,899.772540,90.190880
0.000920,899.802370,90.187580
0.000590,899.893530,90.158750
0.000340,899.842000,90.179220
0.000470,899.750000,90.159020
0.000810,899.847350,90.163660
0.000760,899.813450,90.163070
0.000730,899.705270,90.168950
0.000610,899.704280,90.168570
0.000560,899.826490,90.199410
0.000590,899.850080,90.212870
0.000570,899.828290,90.233420
0.000710,899.775920,90.181680
0.000760,899.775120,90.213470
0.000630,899.758420,90.245700
0.000910,899.895920,90.243460
0.000710,899.736560,90.166940
0.000390,899.700740,90.234180
0.000840,899.880270,90.201920
0.000310,899.887840,90.176420
0.000990,899.825790,90.169320
0.000820,899.742120,90.156970
0.000870,899.738680,90.221580
0.000480,899.735320,90.189170
0.000990,899.872950,90.219500
0.000630,899.874440,90.192160
0.000870,899.821530,90.207190
0.000940,899.717320,90.225590
0.000480,899.892340,90.213800
0.000660,899.826720,90.169030
0.000720,899.777500,90.174060
0.000980,899.708010,90.173580
0.000600,899.842210,90.235450
0.000650,899.845390,90.237980
0.000650,899.818460,90.172900
0.000650,899.748610,90.206280
0.000820,899.855490,90.158690
0.000730,899.737370,90.210920
0.000580,899.777060,90.187520
0.000830,899.808000,90.230480
0.000720,899.769030,90.183980
0.000630,899.757080,90.168720
0.000930,899.827800,90.217580
0.000360,899.789420,90.227580
0.000710,899.715220,90.224250
0.000680,899.879380,90.190630
0.000580,899.719140,90.231310
0.000760,899.886680,90.235340
0.000490,899.828240,90.202860
0.000760,899.770800,90.198230
0.000340,899.842190,90.180370
0.000810,899.810980,90.199500
0.000590,899.872040,90.208650
0.000720,899.732980,90.177920
0.000770,899.716850,90.224350
0.000740,899.837910,90.208880
0.000650,899.831860,90.216490
0.000300,899.841970,90.160280
0.000890,899.784930,90.163150
0.000770,899.706110,90.186740
0.000880,899.808110,90.215050
0.000920,899.796850,90.209360
0.000900,899.850190,90.154760
0.000950,899.711350,90.236390
0.000350,899.718990,90.233800
0.000840,899.852350,90.205340
0.000400,899.771310,90.190450
0.000530,899.796650,90.242650
0.000790,899.899630,90.224080
0.000990,899.720270,90.212760
0.000700,899.834870,90.213350
0.000370,899.740270,90.227340
0.000370,899.891050,90.246610
0.000470,899.716870,90.208140
0.000780,899.719510,90.150900
0.000960,899.775120,90.162750
0.000480,899.726780,90.229820
0.000530,899.713200,90.238800
0.000730,899.713040,90.227410
0.000710,899.756690,90.239600
0.000370,899.809030,90.232460
0.000540,899.772290,90.227030
0.000620,899.728310,90.224880
0.000430,899.765790,90.207260
0.000710,899.883200,90.163560
0.000380,899.731540,90.166360
0.000450,899.895890,90.234410
0.000710,899.808840,90.188670
0.000760,899.891100,90.243580
0.000550,899.703350,90.217760
0.000630,899.829110,90.215090
0.000450,899.751510,90.197580
0.000900,899.877520,90.234780
0.000930,899.809110,90.191230
0.000450,899.852350,90.210690
0.000980,899.794400,90.217960
0.000520,899.834900,90.228420
0.000780,899.775680,90.227800
0.000360,899.732590,90.240670
0.000720,899.758790,90.179610
0.000970,899.811600,90.185670
0.000640,899.738880,90.176750
0.000370,899.875360,90.169210
0.000720,899.718450,90.197570
0.000640,899.794100,90.247030
0.000770,899.822670,90.161470
0.000580,899.786710,90.181980
0.000500,899.730220,90.197500
0.000590,899.851420,90.226640
0.000970,899.750490,90.190980
0.000570,899.759290,90.245770
0.000780,899.737450,90.172400
0.000500,899.820500,90.248570
0.000530,899.701390,90.199590
0.000500,899.859400,90.202770
0.000860,899.801790,90.235230
0.000600,899.730090,90.243420
0.000920,899.887680,90.232510
0.000650,899.771060,90.226130
0.000980,899.885100,90.187990
0.000640,899.839230,90.218730
0.000350,899.869320,90.241930
0.000430,899.768880,90.249520
0.000700,899.881090,90.202560
0.000650,899.741990,90.209830
0.000830,899.796600,90.221180
0.000980,899.771030,90.227640
0.000750,899.757930,90.243030
0.000670,899.759640,90.245360
0.000940,899.863620,90.156900
0.000360,899.831310,90.249770
0.000970,899.782310,90.225090
0.000340,899.746330,90.220730
0.000940,899.755730,90.167390
0.000750,899.787990,90.173270
0.000980,899.798360,90.175170
0.000860,899.737200,90.228130
0.000590,899.856220,90.154870
0.001000,899.724210,90.198370
0.000800,899.844300,90.239710
0.000340,899.822190,90.227530
0.000730,899.742520,90.187530
0.000850,899.726360,90.194940
0.000520,899.787090,90.223740
0.000780,899.707800,90.233310
0.000960,899.778570,90.188890
0.000350,899.876820,90.232110
0.000360,899.704840,90.206190
0.000440,899.761750,90.223390
0.000640,899.851300,90.157770
0.000480,899.891280,90.150870
0.000500,899.856660,90.225520
0.000640,899.788430,90.166230
0.000660,899.714840,90.170600
0.000680,899.876840,90.176200
0.000880,899.732110,90.229770
0.000700,899.751720,90.207420
0.000450,899.900000,90.173270
0.000890,899.756520,90.218140
0.000550,899.856640,90.151330
0.000470,899.868550,90.181460
0.000810,899.808590,90.240500
0.000710,899.708840,90.245010
0.001000,899.852850,90.166680
0.000840,899.790090,90.161000
0.000990,899.842400,90.191880
0.000730,899.818280,90.197400
0.000720,899.895010,90.165750
0.000910,899.732010,90.159220
0.000770,899.821430,90.187460
0.000430,899.763450,90.244580
0.000400,899.881220,90.190390
0.000590,899.894690,90.208160
0.000500,899.893680,90.194790
0.000340,899.803180,90.162490
0.000820,899.777720,90.155380
0.000800,899.755010,90.231690
0.000650,899.731060,90.232350
0.000350,899.855100,90.203530
0.000330,899.734910,90.238710
0.000620,899.887630,90.223490
0.000720,899.788990,90.188570
0.000570,899.845940,90.173790
0.000790,899.890820,90.185010
0.000840,899.710430,90.207600
0.000700,899.750980,90.172080
0.000850,899.711160,90.212150
0.000630,899.752530,90.220960
0.000830,899.891240,90.152630
0.000840,899.782580,90.181800
0.000880,899.703620,90.185080
0.000740,899.735610,90.208970
0.000690,899.837430,90.185800
0.000940,899.775910,90.165150
0.000320,899.746500,90.217910
0.000930,899.838190,90.243000
0.000430,899.890090,90.155220
0.000400,899.882620,90.224510
0.000960,899.776000,90.179530
0.000300,899.858950,90.248290
0.000730,899.862350,90.227240
0.000830,899.776320,90.172660
0.000670,899.746450,90.242880
0.000480,899.747090,90.201090
0.000880,899.822250,90.189270
0.000510,899.822900,90.232780
0.000930,899.807280,90.164370
0.000630,899.798590,90.230220
0.000720,899.851660,90.241510
0.000920,899.705440,90.190000
0.000710,899.757840,90.203010
0.000620,899.881780,90.244340
0.000380,899.847680,90.176140
0.000940,899.837430,90.210420
0.000870,899.838140,90.167620
0.000580,899.838070,90.159910
0.000330,899.820920,90.212210
0.000750,899.888910,90.211310
0.000890,899.806800,90.218490
0.000910,899.872260,90.227260
0.000550,899.854490,90.193580
0.000400,899.859120,90.232560
0.000920,899.887290,90.188660
0.000500,899.875750,90.169330
0.000730,899.890640,90.166570
0.000770,899.768410,90.247900
0.000880,899.722010,90.202520
0.000340,899.751040,90.245880
0.000750,899.889720,90.222750
0.000500,899.840020,90.170260
0.000550,899.739130,90.220510
0.000920,899.864630,90.195460
0.000590,899.821550,90.243080
0.000730,899.898530,90.245340
0.000990,899.832580,90.239500
0.000320,899.707570,90.185700
0.000520,899.787870,90.194200
0.000420,899.768020,90.182260
0.000310,899.746060,90.204130
0.000920,899.708890,90.198970
0.000540,899.858650,90.198220
0.000840,899.744790,90.237450
0.000800,899.829370,90.240030
0.000900,899.855840,90.248870
0.000750,899.807860,90.191300
0.000450,899.780540,90.195750
0.000420,899.827160,90.217340
0.000590,899.858110,90.219120
0.000310,899.751160,90.184010
0.000340,899.757960,90.159750
0.000400,899.753890,90.180940
0.000640,899.711550,90.176520
0.000440,899.711250,90.169700
0.000760,899.839300,90.246660
0.000640,899.899320,90.220660
0.000630,899.842070,90.170750
0.000370,899.702610,90.232200
0.000870,899.892140,90.184290
0.000430,899.700010,90.200900
0.000490,899.776910,90.215230
0.000910,899.794060,90.176120
0.000540,899.776400,90.228520
0.000490,899.741500,90.235820
0.001000,899.883510,90.241310
0.000620,899.830190,90.158900
0.000330,899.760060,90.171590
0.000390,899.853720,90.179690
0.000940,899.805760,90.199620
0.000960,899.839130,90.242410
0.000540,899.839390,90.212470
0.000630,899.704400,90.152790
0.000410,899.706810,90.188790
0.000660,899.842100,90.179660
0.000720,899.808820,90.246190
0.000980,899.831690,90.182380
0.000460,899.874590,90.173460
0.000510,899.889480,90.156200
0.000490,899.898220,90.179630
0.000440,899.864370,90.216500
0.000960,899.743850,90.178240
0.000330,899.845320,90.172250
0.000440,899.724300,90.231610
0.000920,899.705920,90.155160
0.000310,899.866830,90.157370
0.000510,899.759640,90.249910
0.000530,899.773940,90.175350
0.000460,899.759080,90.180270
0.000890,899.827520,90.161130
0.000720,899.752660,90.167300
0.000910,899.715120,90.232250
0.000330,899.732900,90.232490
0.000330,899.849940,90.187060
0.000960,899.810470,90.167560
0.000340,899.783890,90.229170
0.000530,899.769320,90.212290
0.000370,899.852700,90.177550
0.000780,899.729880,90.175270
0.000880,899.799330,90.176830
0.000800,899.733680,90.210180
0.000800,899.778950,90.150290
0.000780,899.701500,90.182860
0.000750,899.890820,90.192260
0.000810,899.714760,90.180460
0.000310,899.790210,90.177510
0.000490,899.726830,90.208750
0.000300,899.715400,90.231930
0.000920,899.894210,90.244570
0.000830,899.799610,90.240100
0.000640,899.841030,90.179320
0.000610,899.742530,90.241080
0.000530,899.894210,90.197020
0.000730,899.824820,90.213980
0.000920,899.783590,90.232410
0.000440,899.778570,90.234230
0.000400,899.775860,90.223030
0.000710,899.736860,90.198460
0.000940,899.798740,90.160670
0.000710,899.843320,90.177850
0.000850,899.892570,90.243150
0.000480,899.781600,90.221960
0.000310,899.894110,90.182210
0.000790,899.816310,90.242300
0.000640,899.786350,90.178990
0.000700,899.784560,90.234260
0.000940,899.750370,90.242140
0.000960,899.799850,90.204860
0.000460,899.897300,90.191540
0.000890,899.758610,90.187580
0.000950,899.840960,90.223720
0.000310,899.742700,90.155710
0.000530,899.774050,90.203930
0.000640,899.825630,90.212080
0.000600,899.787030,90.197350
0.000920,899.855900,90.168230
0.000920,899.802260,90.231960
0.000960,899.729470,90.241610
0.000450,899.839120,90.189080
0.000950,899.784750,90.234450
0.000450,899.855840,90.239170
0.000390,899.883360,90.225930
0.000730,899.805800,90.229660
0.000600,899.714720,90.202020
0.000520,899.770740,90.235090
0.000930,899.767730,90.158270
0.000480,899.875760,90.228250
0.000440,899.806850,90.235310
0.000550,899.745040,90.175630
0.000910,899.833660,90.162250
0.000360,899.789940,90.188260
0.000460,899.749890,90.206830
0.000350,899.768420,90.174560
0.000990,899.747250,90.177240
0.000630,899.829300,90.210600
0.000920,899.884540,90.184260
0.000900,899.768080,90.245420
0.000660,899.841240,90.225210
0.000460,899.873810,90.194430
0.000620,899.804560,90.241500
0.000360,899.842720,90.185330
0.000630,899.706350,90.159180
0.000630,899.702700,90.240780
0.000980,899.832090,90.224470
0.000670,899.835110,90.236580
0.000560,899.743790,90.225980
0.000940,899.809530,90.185040
0.000400,899.857510,90.206080
0.000590,899.813390,90.202670
0.000350,899.702680,90.158220
0.000910,899.830470,90.161820
0.000490,899.789520,90.231820
0.000460,899.870860,90.192020
0.000370,899.836040,90.167050
0.000670,899.714340,90.231660
0.000580,899.802320,90.205600
0.000430,899.844750,90.156470
0.000700,899.718600,90.195920
0.000740,899.767200,90.207310
0.000660,899.750310,90.175710
0.000900,899.808910,90.195180
0.000820,899.869220,90.165540
0.000400,899.872010,90.185650
0.000610,899.743510,90.164470
0.000560,899.742520,90.191530
0.000400,899.744760,90.151190
0.000380,899.802800,90.160410
0.000440,899.852930,90.156760
0.000480,899.822460,90.221000
0.000540,899.717700,90.229430
0.000650,899.849630,90.196270
0.000340,899.837800,90.151210
0.000930,899.775520,90.243740
0.000530,899.785270,90.237380
0.000380,899.718970,90.231970
0.000350,899.878280,90.203240
0.000950,899.770990,90.169250
0.000810,899.809090,90.167970
0.000360,899.855440,90.151340
0.000490,899.847960,90.234350
0.000730,899.896730,90.192440
0.000710,899.787170,90.152250
0.000840,899.803640,90.249140
0.000510,899.770850,90.214990
0.000550,899.826230,90.235690
0.000680,899.831960,90.227590
0.000840,899.891810,90.220390
0.000900,899.862550,90.239920
0.000600,899.842270,90.171580
0.000730,899.743950,90.245910
0.000910,899.782360,90.203310
0.000430,899.700210,90.233740
0.000960,899.712080,90.189180
0.000910,899.773810,90.176350
0.000680,899.847490,90.213180
0.000430,899.795400,90.206730
0.000310,899.737820,90.192640
0.000560,899.827040,90.247130
0.000960,899.866110,90.172680
0.000380,899.860020,90.229850
0.000900,899.836880,90.238170
0.000330,899.794090,90.225140
0.000300,899.844480,90.221760
0.000370,899.881390,90.242370
0.000840,899.805360,90.192640
0.000830,899.781240,90.201810
0.000300,899.884830,90.190060
0.000700,899.895020,90.225170
0.000710,899.803230,90.199910
0.000900,899.850150,90.182310
0.000400,899.881600,90.151220
0.000420,899.759240,90.179540
0.000950,899.890230,90.233840
0.000790,899.757020,90.219570
0.000950,899.778290,90.175870
0.000890,899.768600,90.165920
0.000960,899.711430,90.170040
0.000640,899.807640,90.228440
0.000650,899.712370,90.162900
0.000870,899.783880,90.186110
0.000380,899.865720,90.166920
0.000740,899.754030,90.164270
0.000570,899.739750,90.195600
0.000420,899.845200,90.200830
0.000780,899.816560,90.166920
0.000390,899.876480,90.213860
0.000950,899.879780,90.218990
0.000850,899.889820,90.235370
0.000470,899.765390,90.209070
0.000770,899.709280,90.194420
0.000720,899.830800,90.207060
0.000620,899.774160,90.161150
0.000440,899.816530,90.200390
0.000410,899.794760,90.205650
0.000980,899.777600,90.159660
0.000990,899.889980,90.172590
0.000850,899.735520,90.248510
0.000830,899.743230,90.170510
0.000780,899.720550,90.155650
0.000480,899.716920,90.178710
0.000950,899.799660,90.154720
0.000440,899.869990,90.154050
0.000650,899.794350,90.206480
0.000820,899.759840,90.180770
0.000440,899.715400,90.152790
0.000570,899.838280,90.216660
0.000400,899.748960,90.216460
0.000730,899.703240,90.221580
0.000350,899.747680,90.214540
0.000370,899.814230,90.193010
0.000700,899.869530,90.159910
0.000300,899.791880,90.174470
0.000720,899.887540,90.158210
0.000910,899.838360,90.151980
0.000750,899.708020,90.182040
0.000800,899.767190,90.209490
0.000320,899.749820,90.190340
0.000550,899.835900,90.167730
0.000760,899.847580,90.186710
0.000320,899.829110,90.234260
0.000670,899.893690,90.203040
0.000610,899.700640,90.157420
0.000810,899.853490,90.231400
0.000810,899.753230,90.222880
0.000670,899.854410,90.237890
0.000990,899.836850,90.238060
0.000820,899.719360,90.160800
0.000780,899.883750,90.218830
0.000920,899.855280,90.233920
0.000730,899.836010,90.242060
0.000480,899.819360,90.164730
0.000760,899.747210,90.200300
0.000400,899.749890,90.185190
0.000680,899.823800,90.161880
0.000560,899.863830,90.182320
0.000760,899.880080,90.218320
0.000860,899.849240,90.239330
0.000400,899.834620,90.228680
0.000440,899.789540,90.203960
0.000770,899.855050,90.244550
0.000840,899.765360,90.207340
0.000650,899.816740,90.214660
0.000720,899.743420,90.173120
0.000310,899.783280,90.249420
0.000620,899.754750,90.169470
0.000880,899.770250,90.230100
0.000510,899.887100,90.230200
0.000680,899.791140,90.200130
0.000300,899.770020,90.210200
0.000890,899.863040,90.203640
0.000980,899.766120,90.201410
0.000820,899.819080,90.159580
0.000970,899.870430,90.223070
0.000320,899.817910,90.221830
0.000510,899.885680,90.153680
0.000500,899.845980,90.227660
0.000640,899.866020,90.214160
0.000840,899.792700,90.233300
0.000500,899.837190,90.239690
0.000720,899.855080,90.234170
0.000420,899.887950,90.182110
0.000490,899.896530,90.194760
0.000470,899.847160,90.204320
0.000820,899.752990,90.223650
0.000420,899.806840,90.209970
0.000940,899.749020,90.184740
0.000810,899.793260,90.152450
0.000310,899.821230,90.237750
0.000840,899.813070,90.194390
0.000360,899.804770,90.159250
0.000340,899.784130,90.174570
0.000430,899.762130,90.199610
0.000700,899.766660,90.233290
0.000510,899.881020,90.175320
0.000910,899.856360,90.227370
0.000620,899.826980,90.237190
0.000920,899.710300,90.154450
0.000370,899.847230,90.172500
0.000380,899.818780,90.199920
0.000570,899.717670,90.230640
0.000620,899.829820,90.228610
0.000650,899.745950,90.157110
0.000400,899.746590,90.216420
0.000840,899.810620,90.208340
0.000670,899.729720,90.202950
0.000920,899.738090,90.175210
0.000310,899.820250,90.179280
0.000670,899.770900,90.244400
0.000380,899.880420,90.205410
0.000520,899.704170,90.200190
0.000830,899.869550,90.225630
0.000840,899.753430,90.227440
0.000960,899.893380,90.188660
0.000620,899.732160,90.242490
0.000420,899.822050,90.174320
0.000880,899.730980,90.205980
0.000490,899.870930,90.218860
0.000650,899.774820,90.158990
0.000550,899.742020,90.175690
0.000640,899.882340,90.238480
0.000840,899.716540,90.236020
0.000370,899.877580,90.243220
0.000510,899.714880,90.166460
0.000680,899.823010,90.246260
0.000670,899.700040,90.173580
0.000860,899.727990,90.203740
0.000940,899.888310,90.249130
0.000620,899.812970,90.214070
0.000430,899.827920,90.201190
0.000330,899.806460,90.229860
0.000350,899.763540,90.179400
0.000920,899.774310,90.231660
0.000470,899.843860,90.162940
0.000530,899.744140,90.248840
0.000440,899.715690,90.200280
0.000820,899.708450,90.235820
0.000330,899.837960,90.173270
0.000620,899.837360,90.231550
0.000420,899.829310,90.213490
0.000590,899.779770,90.183690
0.000880,899.883130,90.197720
0.000680,899.752530,90.184870
0.000480,899.899380,90.155350
0.000410,899.884200,90.227080
0.000640,899.768670,90.191710
0.000710,899.770680,90.150540
0.000370,899.755500,90.235620
0.000400,899.846660,90.191900
0.000670,899.752230,90.192800
0.000930,899.848140,90.157670
0.000670,899.770090,90.244260
0.000990,899.882080,90.223370
0.000720,899.723170,90.226670
0.000530,899.876050,90.214570
0.000860,899.899530,90.178360
0.000360,899.815540,90.203360
0.000400,899.744360,90.195330
0.000490,899.768880,90.214420
0.000370,899.883520,90.188330
0.000470,899.864110,90.194470
0.000870,899.881720,90.192750
0.000600,899.786240,90.249200
0.000990,899.754110,90.180320
0.000420,899.865420,90.210400
0.000670,899.895040,90.218480
0.000440,899.839500,90.217140
0.000630,899.813850,90.220680
0.000860,899.829460,90.233160
0.000780,899.778400,90.161310
0.000940,899.871260,90.187690
0.000570,899.787570,90.220910
0.000530,899.756580,90.173400
0.000600,899.742790,90.209060
0.000530,899.841310,90.183500
0.000950,899.775430,90.159320
0.000380,899.870400,90.244950
0.000580,899.861420,90.173160
0.000980,899.870280,90.249120
0.000840,899.761700,90.161780
0.000830,899.863390,90.155380
0.000910,899.799000,90.185930
0.000490,899.804580,90.188620
0.000600,899.850110,90.174980
0.000390,899.703050,90.159140
0.000930,899.872350,90.152820
0.000420,899.891550,90.221030
0.000680,899.859680,90.164210
0.000700,899.852000,90.228010
0.000790,899.896510,90.163690
0.000520,899.736710,90.230930
0.000670,899.857810,90.150780
0.000530,899.892920,90.151310
0.000610,899.735580,90.197480
0.000370,899.727170,90.222750
0.000500,899.777000,90.173620
0.000630,899.883890,90.153850
0.000550,899.869530,90.180540
0.000990,899.771360,90.239210
0.000320,899.723860,90.198960
0.000580,899.848830,90.185810
0.000900,899.852930,90.198140
0.000800,899.810990,90.170480
0.000770,899.812480,90.248940
0.000650,899.847590,90.198390
0.000860,899.800920,90.178730
0.000480,899.781800,90.161380
0.000500,899.752120,90.231160
0.000970,899.804570,90.169070
0.000370,899.829600,90.196500
0.000780,899.884040,90.152550
0.000690,899.783040,90.232510
0.000890,899.778890,90.195540
0.000650,899.880440,90.174150
0.000540,899.812430,90.212820
0.000890,899.823890,90.239970
0.000680,899.731010,90.180540
0.000330,899.828190,90.208940
0.000410,899.773540,90.208670
0.000850,899.797510,90.230900
0.000580,899.785950,90.182000
0.000950,899.712870,90.186590
0.000360,899.777400,90.191570
0.000930,899.818640,90.154260
0.000700,899.898400,90.181830
0.000720,899.803020,90.240780
0.000720,899.801200,90.192120
0.000670,899.891430,90.235850
0.000380,899.892300,90.202580
0.000420,899.719930,90.179780
0.000980,899.714160,90.247510
0.000590,899.810490,90.155210
0.000420,899.850150,90.200680
0.000990,899.812120,90.235030
0.000800,899.732090,90.234080
0.000880,899.890220,90.236810
0.000880,899.734860,90.172560
0.000640,899.872780,90.242140
0.000750,899.758970,90.242490
0.000580,899.794910,90.166220
0.000690,899.880990,90.188260
0.000310,899.808260,90.170070
0.000510,899.788810,90.222180
0.000460,899.879540,90.214610
0.000850,899.873940,90.160280
0.000640,899.725060,90.191880
0.000470,899.701620,90.207850
0.000590,899.735380,90.238610
0.000520,899.768160,90.218190
0.000720,899.719590,90.232030
0.000990,899.815890,90.208580
0.000750,899.887840,90.181770
0.000550,899.706230,90.242400
0.000400,899.891260,90.172050
0.000770,899.738780,90.246740
0.000660,899.882220,90.184090
0.000570,899.715370,90.190240
0.000320,899.714090,90.211720
0.000860,899.740890,90.225750
0.000630,899.783050,90.151300
0.000600,899.836600,90.166530
0.000360,899.778160,90.153190
0.000560,899.866720,90.229570
0.000530,899.716720,90.233070
0.000800,899.861230,90.221390
0.000960,899.718200,90.222310
0.000650,899.751320,90.181840
0.000330,899.856890,90.163500
0.000580,899.830440,90.211790
0.000420,899.835470,90.159560
0.000740,899.848910,90.245060
0.000870,899.777120,90.201490
0.000500,899.821990,90.182120
0.000960,899.789440,90.226530
0.000340,899.820850,90.182930
0.000450,899.874500,90.195170
0.000970,899.783690,90.216160
0.000690,899.728260,90.182440
0.000770,899.762720,90.212530
0.000600,899.745220,90.190220
0.000380,899.833950,90.180980
0.000960,899.754550,90.239600
0.000320,899.831340,90.212370
0.000810,899.750490,90.230520
0.000990,899.703330,90.178210
0.000610,899.750860,90.199430
0.000730,899.885480,90.158040
0.000990,899.881090,90.159100
0.000810,899.751160,90.224380
0.000350,899.887800,90.177100
0.000400,899.762010,90.222180
0.000610,899.818470,90.244820
0.000550,899.769820,90.185210
0.000990,899.767110,90.202790
0.000350,899.729530,90.150050
0.000410,899.773390,90.187210
0.000550,899.873830,90.153170
0.000770,899.835550,90.208040
0.000580,899.860900,90.224050
0.000610,899.827630,90.197750
0.000950,899.833710,90.243920
0.000380,899.704420,90.246360
0.000670,899.766940,90.239810
0.000540,899.786380,90.188940
0.000870,899.825670,90.200670
0.000860,899.868020,90.196730
0.000500,899.770730,90.233600
0.000360,899.725530,90.186820
0.000520,899.765910,90.206090
0.000460,899.804630,90.241770
0.000660,899.789530,90.226210
0.000850,899.873310,90.204440
0.000820,899.866460,90.238220
0.000320,899.874390,90.154360
0.000440,899.719870,90.168170
0.000980,899.772500,90.206350
0.000860,899.712810,90.200140
0.000860,899.743470,90.187520
0.000700,899.891240,90.210670
0.000880,899.774910,90.219640
0.000510,899.876280,90.192120
0.000600,899.887360,90.187670
0.000820,899.743270,90.184040
0.000320,899.704110,90.173040
0.000410,899.807860,90.201980
0.000370,899.809610,90.168510
0.000810,899.859710,90.221270
0.000380,899.749270,90.211820
0.000690,899.722190,90.168590
0.000600,899.883610,90.184620
0.000790,899.794540,90.170980
0.000980,899.755930,90.205900
0.000420,899.877430,90.197880
0.000430,899.809560,90.159330
0.000530,899.896590,90.224520
0.000450,899.702320,90.152560
0.000480,899.801170,90.188050
0.000460,899.770070,90.207350
0.000330,899.744720,90.220670
0.000650,899.880590,90.219230
0.000520,899.855440,90.186630
0.000880,899.856980,90.194670
0.000710,899.881080,90.162320
0.000550,899.840990,90.218760
0.000510,899.884900,90.202820
0.000400,899.802040,90.233660
0.000440,899.711620,90.188480
0.000620,899.799650,90.155300
0.000460,899.823700,90.165980
0.000810,899.837820,90.228510
0.000520,899.779490,90.176300
0.000480,899.870140,90.185710
0.000820,899.748400,90.189140
0.000450,899.726470,90.205680
0.000950,899.889710,90.226050
0.000360,899.847280,90.192800
0.000430,899.703380,90.187730
0.000670,899.829240,90.243790
0.000450,899.788420,90.183380
0.000430,899.725870,90.167400
0.000600,899.750680,90.152610
0.000620,899.800750,90.168280
0.000470,899.759770,90.209980
0.000720,899.898280,90.170660
0.000730,899.862850,90.219290
0.000810,899.772020,90.189880
0.000640,899.801040,90.207100
0.000800,899.700300,90.181230
0.000760,899.865250,90.236620
0.000640,899.767720,90.193230
0.000840,899.789580,90.184760
0.000770,899.718990,90.222880
0.000490,899.727470,90.217400
0.000350,899.715660,90.247760
0.000900,899.886750,90.217340
0.000650,899.850090,90.235220
0.000670,899.730750,90.182760
0.000850,899.731980,90.160050
0.000320,899.745620,90.213900
0.000710,899.844530,90.242790
0.000740,899.834560,90.221900
0.000690,899.853820,90.230640
0.000720,899.793070,90.163670
0.000400,899.719870,90.150730
0.000980,899.871360,90.180360
0.000960,899.731650,90.240520
0.000420,899.761460,90.212180
0.000300,899.725790,90.177110
0.000960,899.771020,90.249220
0.000480,899.897050,90.190670
0.000540,899.728730,90.215220
0.000770,899.792830,90.193640
0.000410,899.883440,90.203250
0.000450,899.806690,90.209250
0.000510,899.899940,90.192950
0.000370,899.717670,90.237120
0.000510,899.846690,90.239130
0.000470,899.882620,90.222600
0.000440,899.822050,90.236420
0.000590,899.782290,90.232020
0.000530,899.761750,90.156970
0.000410,899.700260,90.249840
0.000890,899.838020,90.209170
0.000890,899.714940,90.247790
0.000720,899.774500,90.230450
0.000800,899.802180,90.190250
0.000620,899.713890,90.232820
0.000830,899.880880,90.247810
0.000620,899.885070,90.215020
0.000930,899.850310,90.194060
0.000420,899.729380,90.177240
0.000730,899.726490,90.207270
0.000510,899.735600,90.215230
0.000920,899.773950,90.213940
0.000740,899.763520,90.246470
0.000880,899.817430,90.172010
0.000960,899.822720,90.194270
0.000760,899.752950,90.176290
0.000370,899.721180,90.242880
0.000940,899.721160,90.215450
0.000530,899.701310,90.246300
0.000670,899.874880,90.244390
0.000970,899.832240,90.198000
0.000740,899.773970,90.151220
0.000720,899.719480,90.217950
0.000840,899.771870,90.174050
0.000550,899.891790,90.209080
0.000490,899.882620,90.199040
0.000850,899.763210,90.161630
0.000350,899.809070,90.244360
0.000380,899.831910,90.237110
0.000590,899.715960,90.237150
0.000740,899.709590,90.171300
0.000560,899.853640,90.171900
0.000710,899.857370,90.219720
0.000310,899.739230,90.232530
0.000450,899.752470,90.172400
0.000870,899.862290,90.239990
0.000460,899.828890,90.238830
0.000810,899.764210,90.240800
0.000910,899.827160,90.228540
0.000840,899.847350,90.168160
0.000920,899.837010,90.160110
0.000800,899.838810,90.180790
0.000740,899.834470,90.207380
0.000800,899.876670,90.244830
0.000570,899.863380,90.219740
0.000810,899.741610,90.174120
0.000370,899.750830,90.203870
0.000600,899.784940,90.163380
0.000710,899.783270,90.204940
0.000590,899.871760,90.219870
0.000480,899.784870,90.242010
0.000970,899.776960,90.200100
0.000660,899.887850,90.226820
0.000440,899.882040,90.244520
0.000690,899.799050,90.199120
0.000550,899.739370,90.237060
